sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
38,1,2026-05-08T09:01:27.070313,floodlight,Star_10n_30M,10,star,30M,42732.94,0.098,0.0,1.0,0.13,32.23,354.14,60.94,1.0,0.5656,0.9473,0.9118,ryu,0.0607,hybrid_p95,CONTROLLER
39,1,2026-05-08T09:03:57.878985,onos,Star_10n_30M,10,star,30M,43832.94,2.859,0.0,1.0,9.179,20.62,706.73,65.46,1.0,0.6302,0.8078,0.9127,ryu,0.0607,hybrid_p95,CONTROLLER
40,1,2026-05-08T09:05:20.483908,ryu,Star_10n_80M,10,star,80M,44538.3,0.1,0.0,1.0,0.088,0.42,33.35,45.28,1.0,0.881,0.9609,0.9738,ryu,0.0473,hybrid_p95,CONTROLLER
41,1,2026-05-08T09:06:45.083302,floodlight,Star_10n_80M,10,star,80M,43451.37,0.078,0.0,1.0,0.068,30.91,326.3,56.25,1.0,0.5782,0.9521,0.9146,ryu,0.0473,hybrid_p95,CONTROLLER
42,1,2026-05-08T09:09:13.931277,onos,Star_10n_80M,10,star,80M,49363.57,2.599,0.0,1.0,8.285,11.78,759.22,59.62,1.0,0.6942,0.826,0.9265,ryu,0.0473,hybrid_p95,CONTROLLER
43,1,2026-05-08T09:10:36.339098,ryu,Star_10n_180M,10,star,180M,50179.39,0.076,0.0,1.0,0.039,0.25,33.35,53.74,1.0,0.8823,0.9546,0.9735,ryu,0.0478,hybrid_p95,CONTROLLER
44,1,2026-05-08T09:12:00.941657,floodlight,Star_10n_180M,10,star,180M,48623.11,0.09,0.0,1.0,0.112,32.82,328.62,54.92,1.0,0.5636,0.9526,0.9118,ryu,0.0478,hybrid_p95,CONTROLLER
45,1,2026-05-08T09:14:30.116439,onos,Star_10n_180M,10,star,180M,48547.44,2.472,0.0,1.0,7.779,12.8,744.81,61.02,1.0,0.6872,0.8325,0.9257,ryu,0.0478,hybrid_p95,CONTROLLER
46,1,2026-05-08T09:15:52.599223,ryu,Star_11n_5M,11,star,5M,50306.54,0.094,0.0,0.999,0.106,0.38,33.36,49.96,0.9994,0.8813,0.9568,0.9731,ryu,0.0634,hybrid_p95,CONTROLLER
47,1,2026-05-08T09:17:17.283429,floodlight,Star_11n_5M,11,star,5M,49733.63,0.097,0.0,0.999,0.153,33.74,339.0,57.71,0.9994,0.5557,0.9496,0.9097,ryu,0.0634,hybrid_p95,CONTROLLER
48,1,2026-05-08T09:19:45.956598,onos,Star_11n_5M,11,star,5M,50353.48,2.952,0.0,0.999,9.625,23.14,739.2,63.04,0.9994,0.6098,0.8031,0.9079,ryu,0.0634,hybrid_p95,CONTROLLER
49,1,2026-05-08T09:21:08.464488,ryu,Star_11n_15M,11,star,15M,49532.99,0.085,0.0,0.999,0.044,0.56,33.37,51.03,0.9994,0.8799,0.9568,0.9728,ryu,0.0618,hybrid_p95,CONTROLLER
50,1,2026-05-08T09:22:33.064361,floodlight,Star_11n_15M,11,star,15M,47961.09,0.076,0.0,0.999,0.074,33.26,341.9,64.04,0.9994,0.559,0.9455,0.91,ryu,0.0618,hybrid_p95,CONTROLLER
51,1,2026-05-08T09:25:02.032572,onos,Star_11n_15M,11,star,15M,50187.56,2.367,0.0,0.999,8.45,22.03,665.9,72.22,0.9994,0.6215,0.8131,0.911,ryu,0.0618,hybrid_p95,CONTROLLER
52,1,2026-05-08T09:26:24.539069,ryu,Star_11n_30M,11,star,30M,50205.69,0.092,0.0,0.999,0.1,0.41,33.37,51.38,0.9994,0.881,0.9557,0.973,ryu,0.0477,hybrid_p95,CONTROLLER
53,1,2026-05-08T09:27:49.133573,floodlight,Star_11n_30M,11,star,30M,48289.02,0.09,0.0,0.999,0.115,34.26,326.92,59.8,0.9994,0.5529,0.9484,0.909,ryu,0.0477,hybrid_p95,CONTROLLER
54,1,2026-05-08T09:30:17.858879,onos,Star_11n_30M,11,star,30M,50117.44,2.88,0.0,0.999,9.272,11.43,730.42,65.28,0.9994,0.6981,0.8065,0.9253,ryu,0.0477,hybrid_p95,CONTROLLER
55,1,2026-05-08T09:31:40.396967,ryu,Star_11n_80M,11,star,80M,49120.71,0.096,0.0,0.999,0.097,0.41,33.36,54.13,0.9994,0.8811,0.9534,0.9728,ryu,0.0603,hybrid_p95,CONTROLLER
56,1,2026-05-08T09:33:04.961067,floodlight,Star_11n_80M,11,star,80M,47853.34,0.073,0.0,0.999,0.074,32.13,324.27,55.23,0.9994,0.5692,0.9529,0.9125,ryu,0.0603,hybrid_p95,CONTROLLER
57,1,2026-05-08T09:35:33.268714,onos,Star_11n_80M,11,star,80M,49412.71,2.548,0.0,0.999,8.15,21.43,746.34,67.03,0.9994,0.6223,0.8219,0.9119,ryu,0.0603,hybrid_p95,CONTROLLER
58,1,2026-05-08T09:36:55.817745,ryu,Star_11n_180M,11,star,180M,48537.24,0.079,0.0,0.999,0.048,0.46,33.35,51.6,0.9994,0.8807,0.9563,0.9729,ryu,0.0599,hybrid_p95,CONTROLLER
59,1,2026-05-08T09:38:20.418771,floodlight,Star_11n_180M,11,star,180M,49138.95,0.085,0.0,0.999,0.091,40.85,342.11,55.51,0.9994,0.502,0.9524,0.8995,ryu,0.0599,hybrid_p95,CONTROLLER
60,1,2026-05-08T09:40:49.026093,onos,Star_11n_180M,11,star,180M,50270.54,2.504,0.0,0.999,7.926,20.64,740.72,72.13,0.9994,0.6285,0.821,0.913,ryu,0.0599,hybrid_p95,CONTROLLER
61,1,2026-05-08T09:42:11.562498,ryu,Star_12n_5M,12,star,5M,50364.02,0.088,0.0,0.998,0.085,0.44,33.37,56.82,0.9989,0.8808,0.9514,0.9722,ryu,0.0406,hybrid_p95,CONTROLLER
62,1,2026-05-08T09:43:36.234593,floodlight,Star_12n_5M,12,star,5M,48646.95,0.071,0.0,0.998,0.069,31.97,344.12,62.61,0.9989,0.5685,0.9468,0.9115,ryu,0.0406,hybrid_p95,CONTROLLER
63,1,2026-05-08T09:46:05.340406,onos,Star_12n_5M,12,star,5M,50563.35,2.561,0.0,0.998,8.162,7.76,716.92,67.33,0.9989,0.7263,0.8215,0.9316,ryu,0.0406,hybrid_p95,CONTROLLER
64,1,2026-05-08T09:47:27.964378,ryu,Star_12n_15M,12,star,15M,50021.35,0.076,0.0,0.998,0.04,0.39,33.38,54.49,0.9989,0.8812,0.954,0.9724,ryu,0.0384,hybrid_p95,CONTROLLER
65,1,2026-05-08T09:48:52.664510,floodlight,Star_12n_15M,12,star,15M,49228.02,0.078,0.0,0.998,0.064,33.72,344.32,66.37,0.9989,0.5553,0.9437,0.9087,ryu,0.0384,hybrid_p95,CONTROLLER
66,1,2026-05-08T09:51:21.888888,onos,Star_12n_15M,12,star,15M,50152.91,2.208,0.0,0.998,7.893,5.79,761.02,72.98,0.9989,0.7391,0.8208,0.934,ryu,0.0384,hybrid_p95,CONTROLLER
67,1,2026-05-08T09:52:44.529508,ryu,Star_12n_30M,12,star,30M,50519.0,0.078,0.0,0.998,0.045,0.32,33.36,57.53,0.9989,0.8817,0.9514,0.9723,ryu,0.0598,hybrid_p95,CONTROLLER
68,1,2026-05-08T09:54:09.391344,floodlight,Star_12n_30M,12,star,30M,45662.29,0.083,0.0,0.998,0.101,33.29,320.21,65.44,0.9989,0.5609,0.944,0.9098,ryu,0.0598,hybrid_p95,CONTROLLER
69,1,2026-05-08T09:56:39.315830,onos,Star_12n_30M,12,star,30M,45978.55,2.817,0.0,0.998,10.226,18.56,751.07,75.67,0.9989,0.6437,0.7836,0.9125,ryu,0.0598,hybrid_p95,CONTROLLER
70,1,2026-05-08T09:58:01.993516,ryu,Star_12n_80M,12,star,80M,45264.65,0.084,0.0,0.998,0.083,0.46,33.36,58.96,0.9989,0.8807,0.9496,0.972,ryu,0.0427,hybrid_p95,CONTROLLER
71,1,2026-05-08T09:59:26.897997,floodlight,Star_12n_80M,12,star,80M,45016.96,0.074,0.0,0.998,0.062,35.21,328.4,67.67,0.9989,0.5457,0.9427,0.9068,ryu,0.0427,hybrid_p95,CONTROLLER
72,1,2026-05-08T10:01:55.103124,onos,Star_12n_80M,12,star,80M,42813.61,2.647,0.0,0.998,8.377,8.77,745.3,70.85,0.9989,0.7174,0.8153,0.9293,ryu,0.0427,hybrid_p95,CONTROLLER
73,1,2026-05-08T10:03:17.736660,ryu,Star_12n_180M,12,star,180M,43720.41,0.091,0.01,0.9979,0.068,0.29,33.37,59.52,0.9988,0.8819,0.9494,0.9722,ryu,0.0446,hybrid_p95,CONTROLLER
74,1,2026-05-08T10:04:42.594305,floodlight,Star_12n_180M,12,star,180M,36998.02,0.074,0.008,0.9979,0.076,28.62,352.81,65.17,0.9988,0.5928,0.9446,0.916,ryu,0.0446,hybrid_p95,CONTROLLER
75,1,2026-05-08T10:07:11.706167,onos,Star_12n_180M,12,star,180M,46925.09,2.366,0.037,0.9976,8.459,9.97,734.76,67.79,0.9987,0.7089,0.8166,0.9276,ryu,0.0446,hybrid_p95,CONTROLLER
76,1,2026-05-08T10:08:34.506676,ryu,Star_13n_5M,13,star,5M,45171.46,0.084,0.0,0.997,0.065,0.34,33.38,56.56,0.9983,0.8816,0.9519,0.9719,ryu,0.0541,hybrid_p95,CONTROLLER
77,1,2026-05-08T10:09:59.310345,floodlight,Star_13n_5M,13,star,5M,46727.46,0.073,0.0,0.997,0.075,32.73,336.32,61.59,0.9983,0.5635,0.9476,0.9102,ryu,0.0541,hybrid_p95,CONTROLLER
78,1,2026-05-08T10:12:26.824932,onos,Star_13n_5M,13,star,5M,48953.58,2.463,0.0,0.997,8.819,15.64,798.31,73.31,0.9983,0.6636,0.8066,0.9178,ryu,0.0541,hybrid_p95,CONTROLLER
79,1,2026-05-08T10:13:49.554755,ryu,Star_13n_15M,13,star,15M,48953.13,0.09,0.0,0.997,0.082,0.48,33.38,56.02,0.9983,0.8805,0.9521,0.9718,ryu,0.0599,hybrid_p95,CONTROLLER
80,1,2026-05-08T10:15:14.285911,floodlight,Star_13n_15M,13,star,15M,46738.38,0.076,0.0,0.997,0.088,31.09,359.62,64.35,0.9983,0.5736,0.9451,0.9119,ryu,0.0599,hybrid_p95,CONTROLLER
81,1,2026-05-08T10:17:42.631840,onos,Star_13n_15M,13,star,15M,47677.22,3.024,0.0,0.997,10.926,21.41,714.6,74.94,0.9983,0.6239,0.7737,0.9074,ryu,0.0599,hybrid_p95,CONTROLLER
82,1,2026-05-08T10:19:05.218250,ryu,Star_13n_30M,13,star,30M,49240.68,0.082,0.0,0.997,0.068,0.43,33.37,59.17,0.9983,0.8809,0.9497,0.9716,ryu,0.0516,hybrid_p95,CONTROLLER
83,1,2026-05-08T10:20:30.018928,floodlight,Star_13n_30M,13,star,30M,46339.13,0.082,0.0,0.997,0.086,31.83,320.91,66.62,0.9983,0.5718,0.9432,0.9114,ryu,0.0516,hybrid_p95,CONTROLLER
84,1,2026-05-08T10:22:58.565616,onos,Star_13n_30M,13,star,30M,48069.63,2.795,0.0,0.997,8.998,14.46,730.1,71.18,0.9983,0.6754,0.8057,0.92,ryu,0.0516,hybrid_p95,CONTROLLER
85,1,2026-05-08T10:24:21.202230,ryu,Star_13n_80M,13,star,80M,48251.62,0.093,0.0,0.997,0.079,0.31,33.39,55.33,0.9983,0.8818,0.9527,0.9721,ryu,0.047,hybrid_p95,CONTROLLER
86,1,2026-05-08T10:25:46.017220,floodlight,Star_13n_80M,13,star,80M,48085.61,0.081,0.0,0.997,0.116,31.87,346.42,68.64,0.9983,0.569,0.9411,0.9107,ryu,0.047,hybrid_p95,CONTROLLER
87,1,2026-05-08T10:28:14.297772,onos,Star_13n_80M,13,star,80M,49352.15,2.485,0.0,0.997,8.882,10.52,778.2,76.59,0.9983,0.7029,0.8029,0.9251,ryu,0.047,hybrid_p95,CONTROLLER
88,1,2026-05-08T10:29:37.051499,ryu,Star_13n_180M,13,star,180M,49098.76,0.088,0.049,0.9965,0.086,0.35,33.37,56.63,0.9981,0.8815,0.9515,0.9717,ryu,0.04,hybrid_p95,CONTROLLER
89,1,2026-05-08T10:31:01.847449,floodlight,Star_13n_180M,13,star,180M,47710.69,0.069,0.024,0.9968,0.07,31.35,326.0,67.1,0.9982,0.5749,0.943,0.9119,ryu,0.04,hybrid_p95,CONTROLLER
90,1,2026-05-08T10:33:30.706398,onos,Star_13n_180M,13,star,180M,48709.95,1.929,0.0,0.997,6.823,8.2,751.42,69.59,0.9983,0.7214,0.8397,0.9317,ryu,0.04,hybrid_p95,CONTROLLER
91,1,2026-05-08T10:34:53.525458,ryu,Star_14n_5M,14,star,5M,50093.34,0.088,0.0,0.996,0.073,0.47,33.39,58.62,0.9978,0.8806,0.9501,0.9712,ryu,0.058,hybrid_p95,CONTROLLER
92,1,2026-05-08T10:36:18.438349,floodlight,Star_14n_5M,14,star,5M,41122.72,0.078,0.0,0.996,0.094,47.06,346.9,73.73,0.9978,0.4549,0.9371,0.888,ryu,0.058,hybrid_p95,CONTROLLER
93,1,2026-05-08T10:38:47.184352,onos,Star_14n_5M,14,star,5M,48032.37,2.672,0.0,0.996,8.432,19.11,724.1,77.42,0.9978,0.6407,0.809,0.9132,ryu,0.058,hybrid_p95,CONTROLLER
94,1,2026-05-08T10:40:09.970453,ryu,Star_14n_15M,14,star,15M,41667.0,0.089,0.0,0.996,0.07,0.21,33.38,62.34,0.9978,0.8825,0.947,0.9713,ryu,0.0598,hybrid_p95,CONTROLLER
95,1,2026-05-08T10:41:34.876311,floodlight,Star_14n_15M,14,star,15M,44955.69,0.077,0.0,0.996,0.075,31.24,325.8,71.01,0.9978,0.5757,0.9397,0.9115,ryu,0.0598,hybrid_p95,CONTROLLER
96,1,2026-05-08T10:44:04.566133,onos,Star_14n_15M,14,star,15M,45085.68,2.642,0.0,0.996,8.475,23.26,738.3,78.9,0.9978,0.6089,0.8071,0.9069,ryu,0.0598,hybrid_p95,CONTROLLER
97,1,2026-05-08T10:45:27.290238,ryu,Star_14n_30M,14,star,30M,45077.96,0.086,0.0,0.996,0.071,0.3,33.41,61.86,0.9978,0.8818,0.9474,0.9712,ryu,0.0606,hybrid_p95,CONTROLLER
98,1,2026-05-08T10:46:52.272705,floodlight,Star_14n_30M,14,star,30M,47715.94,0.067,0.0,0.996,0.057,32.04,317.46,70.53,0.9978,0.5706,0.9404,0.9106,ryu,0.0606,hybrid_p95,CONTROLLER
99,1,2026-05-08T10:49:20.538469,onos,Star_14n_30M,14,star,30M,43966.06,2.787,0.0,0.996,9.089,29.4,654.43,72.84,0.9978,0.5668,0.803,0.8984,ryu,0.0606,hybrid_p95,CONTROLLER
100,1,2026-05-08T10:50:43.310816,ryu,Star_14n_80M,14,star,80M,48019.56,0.07,0.0,0.996,0.036,0.33,33.37,57.14,0.9978,0.8816,0.9518,0.9716,ryu,0.0568,hybrid_p95,CONTROLLER
101,1,2026-05-08T10:52:08.083611,floodlight,Star_14n_80M,14,star,80M,44122.3,0.071,0.0,0.996,0.091,29.24,314.51,68.44,0.9978,0.5919,0.9416,0.9148,ryu,0.0568,hybrid_p95,CONTROLLER
102,1,2026-05-08T10:54:35.511638,onos,Star_14n_80M,14,star,80M,41064.38,2.625,0.0,0.996,8.411,20.0,681.3,74.48,0.9978,0.636,0.8118,0.9125,ryu,0.0568,hybrid_p95,CONTROLLER
103,1,2026-05-08T10:55:58.263940,ryu,Star_14n_180M,14,star,180M,47508.92,0.08,0.0,0.996,0.044,0.32,33.4,62.17,0.9978,0.8817,0.9475,0.9712,ryu,0.0514,hybrid_p95,CONTROLLER
104,1,2026-05-08T10:57:23.244543,floodlight,Star_14n_180M,14,star,180M,43025.57,0.079,0.0,0.996,0.089,31.64,338.01,63.43,0.9978,0.5715,0.9458,0.9112,ryu,0.0514,hybrid_p95,CONTROLLER
105,1,2026-05-08T10:59:50.786561,onos,Star_14n_180M,14,star,180M,47985.33,1.985,0.0,0.996,7.031,15.81,723.42,75.88,0.9978,0.6655,0.8313,0.9198,ryu,0.0514,hybrid_p95,CONTROLLER
106,1,2026-05-08T11:01:13.682260,ryu,Star_15n_5M,15,star,5M,43120.33,0.078,0.0,0.995,0.089,0.26,33.57,64.5,0.9972,0.882,0.9449,0.9706,ryu,0.0595,hybrid_p95,CONTROLLER
107,1,2026-05-08T11:02:38.742914,floodlight,Star_15n_5M,15,star,5M,46757.8,0.065,0.0,0.995,0.038,31.28,330.21,69.5,0.9972,0.575,0.9415,0.9111,ryu,0.0595,hybrid_p95,CONTROLLER
108,1,2026-05-08T11:05:08.098292,onos,Star_15n_5M,15,star,5M,48220.44,1.757,0.0,0.995,6.19,23.61,856.41,76.18,0.9972,0.6014,0.8437,0.9081,ryu,0.0595,hybrid_p95,CONTROLLER
109,1,2026-05-08T11:06:31.026177,ryu,Star_15n_15M,15,star,15M,49424.17,0.081,0.0,0.995,0.059,0.18,41.33,59.94,0.9972,0.8759,0.9492,0.9698,ryu,0.0523,hybrid_p95,CONTROLLER
110,1,2026-05-08T11:07:56.395522,floodlight,Star_15n_15M,15,star,15M,44862.18,0.072,0.0,0.995,0.062,37.66,356.41,68.51,0.9972,0.5246,0.942,0.9014,ryu,0.0523,hybrid_p95,CONTROLLER
111,1,2026-05-08T11:10:25.335404,onos,Star_15n_15M,15,star,15M,48782.13,2.724,0.0,0.995,9.772,14.44,764.2,78.08,0.9972,0.674,0.7884,0.9175,ryu,0.0523,hybrid_p95,CONTROLLER
112,1,2026-05-08T11:11:48.282921,ryu,Star_15n_30M,15,star,30M,47594.34,0.096,0.0,0.995,0.099,0.49,34.06,60.05,0.9972,0.8798,0.9485,0.9705,ryu,0.0515,hybrid_p95,CONTROLLER
113,1,2026-05-08T11:13:13.320281,floodlight,Star_15n_30M,15,star,30M,45880.45,0.072,0.0,0.995,0.07,40.34,321.4,69.57,0.9972,0.5078,0.941,0.8981,ryu,0.0515,hybrid_p95,CONTROLLER
114,1,2026-05-08T11:15:42.513188,onos,Star_15n_30M,15,star,30M,48951.16,2.916,0.0,0.995,9.537,13.44,771.42,81.18,0.9972,0.6812,0.7893,0.919,ryu,0.0515,hybrid_p95,CONTROLLER
115,1,2026-05-08T11:17:05.386917,ryu,Star_15n_80M,15,star,80M,49499.15,0.083,0.0,0.995,0.06,0.33,33.39,60.96,0.9972,0.8816,0.9483,0.9709,ryu,0.0573,hybrid_p95,CONTROLLER
116,1,2026-05-08T11:18:30.341827,floodlight,Star_15n_80M,15,star,80M,48860.05,0.075,0.0,0.995,0.072,31.6,361.5,76.33,0.9972,0.5696,0.9353,0.9096,ryu,0.0573,hybrid_p95,CONTROLLER
