sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
13,1,2026-05-15T06:02:50.050972,ryu,Star_8n_180M,8,star,180M,48655.41,0.072,0.0,1.0,0.008,0.06,33.33,21.22,0.974,0.8837,0.9822,0.9573,ryu,0.1078,hybrid_p95,CONTROLLER
14,1,2026-05-15T06:04:14.423495,floodlight,Star_8n_180M,8,star,180M,48383.24,0.059,0.0,1.0,0.005,32.78,312.8,21.71,0.91,0.5655,0.9818,0.8495,ryu,0.1078,hybrid_p95,CONTROLLER
15,1,2026-05-15T06:06:45.977181,onos,Star_8n_180M,8,star,180M,48639.66,0.236,0.0,1.0,0.438,15.24,788.84,23.17,0.6408,0.667,0.9741,0.6735,ryu,0.1078,hybrid_p95,CONTROLLER
16,1,2026-05-15T06:08:08.285423,ryu,Star_9n_5M,9,star,5M,50533.6,0.067,0.0,1.0,0.006,0.07,33.33,20.07,0.9681,0.8836,0.9832,0.9531,ryu,0.1021,hybrid_p95,CONTROLLER
17,1,2026-05-15T06:09:32.642213,floodlight,Star_9n_5M,9,star,5M,49155.58,0.057,0.0,1.0,0.005,30.99,374.3,20.23,0.91,0.5731,0.9831,0.851,ryu,0.1021,hybrid_p95,CONTROLLER
18,1,2026-05-15T06:12:04.207946,onos,Star_9n_5M,9,star,5M,50080.92,0.168,0.0,1.0,0.257,8.03,706.4,17.57,0.6164,0.7247,0.9815,0.6676,ryu,0.1021,hybrid_p95,CONTROLLER
19,1,2026-05-15T06:13:26.532282,ryu,Star_9n_15M,9,star,15M,50288.9,0.064,0.0,1.0,0.001,0.07,33.34,21.12,0.705,0.8836,0.9824,0.7625,floodlight,0.101,hybrid_p95,CONTROLLER
20,1,2026-05-15T06:14:50.936817,floodlight,Star_9n_15M,9,star,15M,49161.83,0.059,0.0,1.0,0.01,32.71,313.51,23.48,0.9295,0.5659,0.9803,0.8635,floodlight,0.101,hybrid_p95,CONTROLLER
21,1,2026-05-15T06:17:22.619218,onos,Star_9n_15M,9,star,15M,48850.34,0.065,0.0,1.0,0.006,11.46,754.42,23.32,0.556,0.6968,0.9805,0.6184,floodlight,0.101,hybrid_p95,CONTROLLER
25,1,2026-05-15T06:24:02.865518,ryu,Star_9n_80M,9,star,80M,50765.89,0.068,0.0,1.0,0.005,0.06,33.34,18.61,0.9813,0.8837,0.9844,0.9627,ryu,0.1118,hybrid_p95,CONTROLLER
26,1,2026-05-15T06:25:27.269061,floodlight,Star_9n_80M,9,star,80M,48560.99,0.054,0.0,1.0,0.004,31.4,340.31,21.97,0.91,0.5731,0.9816,0.8509,ryu,0.1118,hybrid_p95,CONTROLLER
27,1,2026-05-15T06:27:58.957309,onos,Star_9n_80M,9,star,80M,50665.71,0.319,0.0,1.0,0.658,11.59,719.41,14.4,0.6419,0.6974,0.9781,0.6805,ryu,0.1118,hybrid_p95,CONTROLLER
28,1,2026-05-15T06:29:21.286081,ryu,Star_9n_180M,9,star,180M,49859.92,0.066,0.0,1.0,0.004,0.06,33.33,18.41,0.9585,0.8837,0.9846,0.9462,ryu,0.0978,hybrid_p95,CONTROLLER
30,1,2026-05-15T06:33:17.448757,onos,Star_9n_180M,9,star,180M,50641.44,0.396,0.013,1.0,0.87,8.08,759.02,12.23,0.646,0.722,0.9768,0.6881,ryu,0.0978,hybrid_p95,CONTROLLER
31,1,2026-05-15T06:34:39.797870,ryu,Star_10n_5M,10,star,5M,50446.92,0.062,0.0,1.0,0.005,0.06,33.34,19.43,0.9902,0.8837,0.9837,0.9691,ryu,0.1171,hybrid_p95,CONTROLLER
32,1,2026-05-15T06:36:04.186197,floodlight,Star_10n_5M,10,star,5M,46923.09,0.057,0.0,1.0,0.006,31.22,334.54,12.12,0.91,0.575,0.9898,0.852,ryu,0.1171,hybrid_p95,CONTROLLER
33,1,2026-05-15T06:38:36.031745,onos,Star_10n_5M,10,star,5M,50248.15,0.238,0.0,1.0,0.465,10.74,793.81,15.24,0.6409,0.7006,0.9803,0.6806,ryu,0.1171,hybrid_p95,CONTROLLER
34,1,2026-05-15T06:39:58.465259,ryu,Star_10n_15M,10,star,15M,48672.98,0.073,0.0,1.0,0.01,0.07,33.34,21.21,0.8935,0.8836,0.9822,0.8989,ryu,0.0472,hybrid_p95,CONTROLLER
35,1,2026-05-15T06:41:22.945219,floodlight,Star_10n_15M,10,star,15M,48367.68,0.053,0.0,1.0,0.007,30.79,356.0,19.1,0.91,0.5762,0.984,0.8517,ryu,0.0472,hybrid_p95,CONTROLLER
36,1,2026-05-15T06:43:54.681548,onos,Star_10n_15M,10,star,15M,50936.7,0.313,0.0,1.0,0.651,10.91,710.6,13.68,0.646,0.7029,0.9788,0.6846,ryu,0.0472,hybrid_p95,CONTROLLER
38,1,2026-05-15T06:46:41.477664,floodlight,Star_10n_30M,10,star,30M,49472.54,0.056,0.0,1.0,0.008,42.04,316.8,21.07,1.0,0.4955,0.9823,0.9012,floodlight,0.0029,hybrid_p95,CONTROLLER
39,1,2026-05-15T06:49:12.884144,onos,Star_10n_30M,10,star,30M,49380.57,0.258,0.0,1.0,0.492,12.16,688.62,23.45,0.6313,0.6946,0.9731,0.6719,floodlight,0.0029,hybrid_p95,CONTROLLER
40,1,2026-05-15T06:50:35.316289,ryu,Star_10n_80M,10,star,80M,49869.8,0.064,0.0,1.0,0.007,0.06,33.34,21.73,0.9883,0.8837,0.9818,0.9676,ryu,0.117,hybrid_p95,CONTROLLER
41,1,2026-05-15T06:51:59.767007,floodlight,Star_10n_80M,10,star,80M,48712.35,0.055,0.0,1.0,0.009,31.72,336.7,20.88,0.91,0.5711,0.9825,0.8506,ryu,0.117,hybrid_p95,CONTROLLER
42,1,2026-05-15T06:54:31.418530,onos,Star_10n_80M,10,star,80M,49313.6,0.328,0.0,1.0,0.691,8.08,800.92,12.32,0.6028,0.7203,0.9794,0.6567,ryu,0.117,hybrid_p95,CONTROLLER
44,1,2026-05-15T06:57:18.277462,floodlight,Star_10n_180M,10,star,180M,48869.11,0.058,0.0,1.0,0.011,31.91,321.9,24.24,0.91,0.5711,0.9796,0.8504,floodlight,0.0025,hybrid_p95,CONTROLLER
45,1,2026-05-15T06:59:49.392222,onos,Star_10n_180M,10,star,180M,49985.72,0.07,0.017,0.9998,0.01,9.25,799.7,20.21,0.6294,0.7115,0.983,0.6746,floodlight,0.0025,hybrid_p95,CONTROLLER
47,1,2026-05-15T07:02:36.391223,floodlight,Star_11n_5M,11,star,5M,49590.6,0.054,0.0,0.999,0.009,35.16,345.02,18.37,0.936,0.5444,0.9846,0.8645,floodlight,0.1451,hybrid_p95,CONTROLLER
48,1,2026-05-15T07:05:07.531471,onos,Star_11n_5M,11,star,5M,48956.54,0.065,0.0,0.999,0.005,7.69,823.21,13.2,0.6099,0.7223,0.9889,0.6631,floodlight,0.1451,hybrid_p95,CONTROLLER
49,1,2026-05-15T07:06:29.979342,ryu,Star_11n_15M,11,star,15M,50451.49,0.069,0.0,0.999,0.008,0.07,33.35,12.57,0.9705,0.8836,0.9894,0.9553,ryu,0.1079,hybrid_p95,CONTROLLER
50,1,2026-05-15T07:07:54.500277,floodlight,Star_11n_15M,11,star,15M,49429.35,0.055,0.0,0.999,0.005,33.63,339.41,21.16,0.9094,0.5564,0.9823,0.8474,ryu,0.1079,hybrid_p95,CONTROLLER
51,1,2026-05-15T07:10:26.295872,onos,Star_11n_15M,11,star,15M,49766.69,0.226,0.0,0.999,0.423,9.44,742.02,21.16,0.5851,0.7125,0.976,0.6422,ryu,0.1079,hybrid_p95,CONTROLLER
53,1,2026-05-15T07:13:13.334535,floodlight,Star_11n_30M,11,star,30M,49388.25,0.051,0.0,0.999,0.007,32.08,338.51,18.11,0.9541,0.5682,0.9848,0.8822,floodlight,0.1627,hybrid_p95,CONTROLLER
54,1,2026-05-15T07:15:45.032173,onos,Star_11n_30M,11,star,30M,48094.69,0.065,0.0,0.999,0.004,6.1,778.8,18.34,0.5554,0.736,0.9847,0.6259,floodlight,0.1627,hybrid_p95,CONTROLLER
55,1,2026-05-15T07:17:07.462147,ryu,Star_11n_80M,11,star,80M,48737.17,0.064,0.0,0.999,0.004,0.06,33.35,22.3,0.6876,0.8837,0.9814,0.7498,floodlight,0.0859,hybrid_p95,CONTROLLER
56,1,2026-05-15T07:18:32.038548,floodlight,Star_11n_80M,11,star,80M,48466.93,0.058,0.0,0.999,0.008,41.58,338.92,22.69,0.9094,0.4968,0.981,0.8357,floodlight,0.0859,hybrid_p95,CONTROLLER
57,1,2026-05-15T07:21:03.495919,onos,Star_11n_80M,11,star,80M,50189.11,0.067,0.0,0.999,0.007,8.95,675.51,22.39,0.6454,0.7193,0.9812,0.6876,floodlight,0.0859,hybrid_p95,CONTROLLER
58,1,2026-05-15T07:22:25.932047,ryu,Star_11n_180M,11,star,180M,49657.66,0.069,0.0,0.999,0.011,0.06,33.35,23.0,0.9657,0.8837,0.9807,0.9511,ryu,0.1027,hybrid_p95,CONTROLLER
59,1,2026-05-15T07:23:50.426869,floodlight,Star_11n_180M,11,star,180M,48084.23,0.053,0.0,0.999,0.006,33.31,307.9,22.3,0.9094,0.562,0.9813,0.8484,ryu,0.1027,hybrid_p95,CONTROLLER
60,1,2026-05-15T07:26:22.383092,onos,Star_11n_180M,11,star,180M,49753.62,0.251,0.0,0.999,0.494,8.59,715.02,24.34,0.6454,0.7201,0.9723,0.687,ryu,0.1027,hybrid_p95,CONTROLLER
61,1,2026-05-15T07:27:44.898561,ryu,Star_12n_5M,12,star,5M,49624.1,0.062,0.0,0.998,0.002,0.07,33.35,13.47,0.9325,0.8836,0.9887,0.9277,ryu,0.0337,hybrid_p95,CONTROLLER
62,1,2026-05-15T07:29:09.440265,floodlight,Star_12n_5M,12,star,5M,49213.99,0.059,0.0,0.998,0.007,32.21,355.61,16.94,0.971,0.5656,0.9858,0.894,ryu,0.0337,hybrid_p95,CONTROLLER
63,1,2026-05-15T07:31:41.258253,onos,Star_12n_5M,12,star,5M,48300.65,0.075,0.0,0.998,0.009,10.69,714.2,19.14,0.5549,0.7044,0.9839,0.6194,ryu,0.0337,hybrid_p95,CONTROLLER
64,1,2026-05-15T07:33:03.743437,ryu,Star_12n_15M,12,star,15M,49664.62,0.062,0.0,0.998,0.006,0.06,33.35,19.24,0.9889,0.8837,0.9839,0.9682,ryu,0.1178,hybrid_p95,CONTROLLER
65,1,2026-05-15T07:34:28.283048,floodlight,Star_12n_15M,12,star,15M,47468.62,0.055,0.0,0.998,0.009,31.46,321.71,22.25,0.9089,0.5745,0.9813,0.8504,ryu,0.1178,hybrid_p95,CONTROLLER
66,1,2026-05-15T07:37:00.210814,onos,Star_12n_15M,12,star,15M,49703.46,0.349,0.0,0.998,0.752,7.13,745.2,28.97,0.6449,0.7298,0.9646,0.6878,ryu,0.1178,hybrid_p95,CONTROLLER
67,1,2026-05-15T07:38:22.723118,ryu,Star_12n_30M,12,star,30M,50687.58,0.067,0.0,0.998,0.005,0.07,33.36,13.29,0.6646,0.8836,0.9889,0.7338,floodlight,0.1172,hybrid_p95,CONTROLLER
68,1,2026-05-15T07:39:47.267493,floodlight,Star_12n_30M,12,star,30M,47984.42,0.054,0.0,0.998,0.004,31.33,330.4,12.71,0.9089,0.5746,0.9893,0.851,floodlight,0.1172,hybrid_p95,CONTROLLER
69,1,2026-05-15T07:42:18.918395,onos,Star_12n_30M,12,star,30M,50864.63,0.068,0.0,0.998,0.008,9.25,721.92,17.77,0.6449,0.7149,0.9851,0.6866,floodlight,0.1172,hybrid_p95,CONTROLLER
70,1,2026-05-15T07:43:41.436274,ryu,Star_12n_80M,12,star,80M,50594.47,0.062,0.0,0.998,0.004,0.06,33.34,12.86,0.9104,0.8837,0.9892,0.9118,ryu,0.0759,hybrid_p95,CONTROLLER
71,1,2026-05-15T07:45:06.024790,floodlight,Star_12n_80M,12,star,80M,49020.7,0.06,0.0,0.998,0.014,41.74,331.21,13.4,0.9089,0.4963,0.9886,0.8359,ryu,0.0759,hybrid_p95,CONTROLLER
72,1,2026-05-15T07:47:38.362353,onos,Star_12n_80M,12,star,80M,49292.77,0.068,0.0,0.998,0.007,12.99,773.2,27.22,0.5704,0.6845,0.9772,0.6262,ryu,0.0759,hybrid_p95,CONTROLLER
73,1,2026-05-15T07:49:00.848027,ryu,Star_12n_180M,12,star,180M,50056.34,0.064,0.0,0.998,0.007,0.06,33.35,19.27,0.864,0.8837,0.9838,0.8778,ryu,0.0311,hybrid_p95,CONTROLLER
74,1,2026-05-15T07:50:25.454743,floodlight,Star_12n_180M,12,star,180M,49180.63,0.056,0.0,0.998,0.007,33.5,359.6,22.43,0.9089,0.5555,0.9812,0.8467,ryu,0.0311,hybrid_p95,CONTROLLER
75,1,2026-05-15T07:52:57.551386,onos,Star_12n_180M,12,star,180M,49773.73,0.077,0.0,0.998,0.009,7.5,727.7,13.39,0.6158,0.7278,0.9887,0.6684,ryu,0.0311,hybrid_p95,CONTROLLER
76,1,2026-05-15T07:54:20.106814,ryu,Star_13n_5M,13,star,5M,49732.31,0.06,0.0,0.997,0.007,0.06,33.36,20.22,0.8258,0.8837,0.983,0.85,ryu,0.0002,hybrid_p95,CONTROLLER
77,1,2026-05-15T07:55:44.729870,floodlight,Star_13n_5M,13,star,5M,49073.62,0.056,0.0,0.997,0.012,31.42,331.21,23.09,0.9083,0.5738,0.9806,0.8498,ryu,0.0002,hybrid_p95,CONTROLLER
78,1,2026-05-15T07:58:16.342228,onos,Star_13n_5M,13,star,5M,50746.92,0.068,0.0,0.997,0.008,15.6,808.82,22.24,0.6443,0.6635,0.9813,0.676,ryu,0.0002,hybrid_p95,CONTROLLER
81,1,2026-05-15T08:03:35.869388,onos,Star_13n_15M,13,star,15M,48962.26,0.069,0.0,0.997,0.004,8.99,691.1,17.71,0.6443,0.7182,0.9852,0.6869,floodlight,0.187,hybrid_p95,CONTROLLER
84,1,2026-05-15T08:08:55.458205,onos,Star_13n_30M,13,star,30M,50629.46,0.067,0.0,0.997,0.005,6.86,704.2,20.18,0.6797,0.7336,0.9831,0.7153,floodlight,0.1343,hybrid_p95,CONTROLLER
85,1,2026-05-15T08:10:18.013186,ryu,Star_13n_80M,13,star,80M,50914.43,0.066,0.0,0.997,0.004,0.06,33.37,21.75,0.7087,0.8837,0.9818,0.7651,floodlight,0.0608,hybrid_p95,CONTROLLER
86,1,2026-05-15T08:11:42.723143,floodlight,Star_13n_80M,13,star,80M,48542.25,0.057,0.0,0.997,0.006,48.41,314.4,17.44,0.9083,0.4479,0.9854,0.8259,floodlight,0.0608,hybrid_p95,CONTROLLER
87,1,2026-05-15T08:14:14.695769,onos,Star_13n_80M,13,star,80M,49377.41,0.068,0.0,0.997,0.006,8.54,741.62,23.55,0.586,0.7193,0.9803,0.6445,floodlight,0.0608,hybrid_p95,CONTROLLER
88,1,2026-05-15T08:15:37.189870,ryu,Star_13n_180M,13,star,180M,50330.86,0.064,0.0,0.997,0.008,0.06,33.36,26.94,0.9743,0.8837,0.9774,0.9571,ryu,0.1088,hybrid_p95,CONTROLLER
89,1,2026-05-15T08:17:01.862420,floodlight,Star_13n_180M,13,star,180M,47032.57,0.053,0.008,0.9969,0.004,33.04,310.34,16.43,0.9083,0.5638,0.9862,0.8483,ryu,0.1088,hybrid_p95,CONTROLLER
90,1,2026-05-15T08:19:33.994146,onos,Star_13n_180M,13,star,180M,50634.16,0.29,0.0,0.997,0.583,11.35,744.81,19.45,0.6443,0.6981,0.975,0.6822,ryu,0.1088,hybrid_p95,CONTROLLER
91,1,2026-05-15T08:20:56.624051,ryu,Star_14n_5M,14,star,5M,49503.86,0.067,0.0,0.996,0.005,0.06,33.36,24.35,0.9735,0.8837,0.9796,0.9567,ryu,0.107,hybrid_p95,CONTROLLER
92,1,2026-05-15T08:22:21.350266,floodlight,Star_14n_5M,14,star,5M,48619.04,0.06,0.0,0.996,0.009,31.55,310.01,21.5,0.9078,0.575,0.9819,0.8497,ryu,0.107,hybrid_p95,CONTROLLER
93,1,2026-05-15T08:24:53.112835,onos,Star_14n_5M,14,star,5M,49672.05,0.311,0.0,0.996,0.613,8.13,746.23,12.13,0.6438,0.7222,0.9807,0.6869,ryu,0.107,hybrid_p95,CONTROLLER
94,1,2026-05-15T08:26:15.822561,ryu,Star_14n_15M,14,star,15M,50316.3,0.063,0.0,0.996,0.001,0.05,33.36,21.08,0.8752,0.8838,0.9824,0.8857,ryu,0.0357,hybrid_p95,CONTROLLER
95,1,2026-05-15T08:27:40.492174,floodlight,Star_14n_15M,14,star,15M,48333.49,0.06,0.0,0.996,0.008,31.17,321.31,21.76,0.9078,0.5767,0.9817,0.85,ryu,0.0357,hybrid_p95,CONTROLLER
96,1,2026-05-15T08:30:12.068711,onos,Star_14n_15M,14,star,15M,50423.45,0.069,0.0,0.996,0.005,19.11,716.31,19.28,0.6438,0.6411,0.9839,0.6715,ryu,0.0357,hybrid_p95,CONTROLLER
98,1,2026-05-15T08:32:59.376295,floodlight,Star_14n_30M,14,star,30M,49159.44,0.057,0.0,0.996,0.005,40.97,343.0,15.53,0.9078,0.501,0.987,0.8358,floodlight,0.0271,hybrid_p95,CONTROLLER
99,1,2026-05-15T08:35:31.297284,onos,Star_14n_30M,14,star,30M,50358.24,0.069,0.0,0.996,0.005,8.18,688.96,13.03,0.6438,0.7244,0.9891,0.688,floodlight,0.0271,hybrid_p95,CONTROLLER
100,1,2026-05-15T08:36:53.905760,ryu,Star_14n_80M,14,star,80M,49359.36,0.074,0.0,0.996,0.011,0.06,33.37,22.01,0.9758,0.8837,0.9815,0.9585,ryu,0.1083,hybrid_p95,CONTROLLER
101,1,2026-05-15T08:38:18.607872,floodlight,Star_14n_80M,14,star,80M,47996.66,0.052,0.0,0.996,0.003,31.04,327.01,20.89,0.9078,0.5771,0.9825,0.8502,ryu,0.1083,hybrid_p95,CONTROLLER
102,1,2026-05-15T08:40:50.079335,onos,Star_14n_80M,14,star,80M,49182.08,0.407,0.0,0.996,0.892,21.13,712.44,22.93,0.6321,0.6261,0.9675,0.6588,ryu,0.1083,hybrid_p95,CONTROLLER
103,1,2026-05-15T08:42:12.721135,ryu,Star_14n_180M,14,star,180M,49670.71,0.064,0.0,0.996,0.002,0.06,33.36,12.44,0.9978,0.8837,0.9896,0.9751,ryu,0.137,hybrid_p95,CONTROLLER
104,1,2026-05-15T08:43:38.558288,floodlight,Star_14n_180M,14,star,180M,29860.36,0.065,0.004,0.996,0.021,37.96,335.9,17.13,0.9048,0.5243,0.9854,0.8381,ryu,0.137,hybrid_p95,CONTROLLER
105,1,2026-05-15T08:46:10.410484,onos,Star_14n_180M,14,star,180M,36044.76,0.183,0.0,0.996,0.336,7.43,681.4,14.73,0.5819,0.7304,0.9827,0.6438,ryu,0.137,hybrid_p95,CONTROLLER
106,1,2026-05-15T08:47:33.609712,ryu,Star_15n_5M,15,star,5M,45050.68,0.063,0.0,0.995,0.006,0.06,33.37,21.96,0.9843,0.8837,0.9816,0.9647,ryu,0.0496,hybrid_p95,CONTROLLER
107,1,2026-05-15T08:48:58.486159,floodlight,Star_15n_5M,15,star,5M,45366.69,0.059,0.0,0.995,0.013,30.89,326.74,21.53,0.9972,0.5783,0.9819,0.9151,ryu,0.0496,hybrid_p95,CONTROLLER
108,1,2026-05-15T08:51:30.820973,onos,Star_15n_5M,15,star,5M,39104.22,0.228,0.0,0.995,0.453,7.1,733.8,13.49,0.5532,0.7305,0.982,0.623,ryu,0.0496,hybrid_p95,CONTROLLER
110,1,2026-05-15T08:54:18.982026,floodlight,Star_15n_15M,15,star,15M,46809.46,0.063,0.0,0.995,0.013,29.53,318.71,20.58,0.9972,0.5893,0.9827,0.9173,floodlight,0.2,hybrid_p95,CONTROLLER
111,1,2026-05-15T08:56:50.117271,onos,Star_15n_15M,15,star,15M,43007.18,0.067,0.0,0.995,0.013,14.12,676.41,23.94,0.6712,0.6804,0.9799,0.6986,floodlight,0.2,hybrid_p95,CONTROLLER
112,1,2026-05-15T08:58:13.082457,ryu,Star_15n_30M,15,star,30M,39802.95,0.082,0.0,0.995,0.021,0.06,33.39,21.62,0.8607,0.8837,0.9817,0.8752,ryu,0.032,hybrid_p95,CONTROLLER
113,1,2026-05-15T08:59:37.985903,floodlight,Star_15n_30M,15,star,30M,39205.07,0.05,0.0,0.995,0.011,35.39,334.13,22.28,0.9072,0.5437,0.9813,0.8432,ryu,0.032,hybrid_p95,CONTROLLER
114,1,2026-05-15T09:02:09.005135,onos,Star_15n_30M,15,star,30M,49590.69,0.269,0.0,0.995,0.524,14.73,709.32,22.15,0.6432,0.6743,0.9737,0.6766,ryu,0.032,hybrid_p95,CONTROLLER
116,1,2026-05-15T09:04:57.000823,floodlight,Star_15n_80M,15,star,80M,43774.92,0.062,0.0,0.995,0.007,32.06,325.5,20.36,0.9072,0.5696,0.9829,0.8483,floodlight,0.0414,hybrid_p95,CONTROLLER
117,1,2026-05-15T09:07:28.898945,onos,Star_15n_80M,15,star,80M,50154.05,0.065,0.0,0.995,0.008,13.29,774.5,23.77,0.8202,0.6822,0.9801,0.8069,floodlight,0.0414,hybrid_p95,CONTROLLER
118,1,2026-05-15T09:08:51.710298,ryu,Star_15n_180M,15,star,180M,49588.54,0.069,0.0,0.995,0.002,0.07,34.47,21.79,0.9809,0.8826,0.9818,0.962,ryu,0.1127,hybrid_p95,CONTROLLER
119,1,2026-05-15T09:10:16.538258,floodlight,Star_15n_180M,15,star,180M,47434.86,0.057,0.0,0.995,0.007,31.27,339.4,20.0,0.9072,0.5742,0.9832,0.8493,ryu,0.1127,hybrid_p95,CONTROLLER
120,1,2026-05-15T09:12:48.757685,onos,Star_15n_180M,15,star,180M,48359.01,0.317,0.0,0.995,0.65,16.15,734.8,22.56,0.5918,0.6625,0.9714,0.637,ryu,0.1127,hybrid_p95,CONTROLLER
124,1,2026-05-15T09:19:33.248982,ryu,Star_16n_15M,16,star,15M,47067.01,0.068,0.0,0.994,0.008,0.06,33.36,15.52,0.5527,0.8837,0.9869,0.6526,floodlight,0.1331,hybrid_p95,CONTROLLER
126,1,2026-05-15T09:23:30.109523,onos,Star_16n_15M,16,star,15M,48758.18,0.064,0.0,0.994,0.006,15.04,682.5,18.98,0.7547,0.6732,0.9841,0.758,floodlight,0.1331,hybrid_p95,CONTROLLER
127,1,2026-05-15T09:24:52.891667,ryu,Star_16n_30M,16,star,30M,48992.36,0.072,0.0,0.994,0.008,0.06,33.37,22.04,0.5777,0.8837,0.9815,0.6703,floodlight,0.147,hybrid_p95,CONTROLLER
128,1,2026-05-15T09:26:17.783494,floodlight,Star_16n_30M,16,star,30M,48387.73,0.056,0.0,0.994,0.005,31.3,334.92,17.23,0.9067,0.5744,0.9856,0.8491,floodlight,0.147,hybrid_p95,CONTROLLER
129,1,2026-05-15T09:28:49.748810,onos,Star_16n_30M,16,star,30M,50563.6,0.071,0.0,0.994,0.005,8.25,720.41,23.97,0.6648,0.7224,0.9799,0.7021,floodlight,0.147,hybrid_p95,CONTROLLER
130,1,2026-05-15T09:30:12.615021,ryu,Star_16n_80M,16,star,80M,49133.82,0.068,0.0,0.994,0.004,0.08,33.37,12.7,0.9488,0.8835,0.9894,0.9396,ryu,0.0906,hybrid_p95,CONTROLLER
131,1,2026-05-15T09:31:37.559404,floodlight,Star_16n_80M,16,star,80M,48635.91,0.057,0.0,0.994,0.011,30.93,344.0,24.28,0.9067,0.5763,0.9796,0.849,ryu,0.0906,hybrid_p95,CONTROLLER
132,1,2026-05-15T09:34:09.697370,onos,Star_16n_80M,16,star,80M,49448.93,0.358,0.0,0.994,0.732,11.07,766.12,12.73,0.6427,0.6993,0.9784,0.6815,ryu,0.0906,hybrid_p95,CONTROLLER
133,1,2026-05-15T09:35:32.503830,ryu,Star_16n_180M,16,star,180M,48860.85,0.068,0.059,0.9934,0.007,0.07,33.37,23.14,0.9406,0.8836,0.9806,0.9329,ryu,0.0826,hybrid_p95,CONTROLLER
134,1,2026-05-15T09:36:57.439741,floodlight,Star_16n_180M,16,star,180M,48567.87,0.059,0.0,0.994,0.004,31.11,299.21,13.38,0.9067,0.5795,0.9888,0.8503,ryu,0.0826,hybrid_p95,CONTROLLER
135,1,2026-05-15T09:39:30.135147,onos,Star_16n_180M,16,star,180M,49086.1,0.251,0.0,0.994,0.479,17.64,779.36,19.11,0.6427,0.6494,0.9769,0.6717,ryu,0.0826,hybrid_p95,CONTROLLER
