sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
13,1,2026-05-07T16:54:45.202832,ryu,Star_4n_200M,4,star,200M,17515.99,0.114,0.052,1.0,0.116,0.18,33.3,30.5,1.0,0.8828,0.9728,0.9751,ryu,0.0648,hybrid_p95,CONTROLLER
14,1,2026-05-07T16:56:11.116184,floodlight,Star_4n_200M,4,star,200M,16855.54,0.109,0.0,1.0,0.152,34.57,334.4,37.44,1.0,0.5499,0.9665,0.9103,ryu,0.0648,hybrid_p95,CONTROLLER
15,1,2026-05-07T16:58:40.894497,onos,Star_4n_200M,4,star,200M,17405.51,4.832,0.0,1.0,17.649,42.4,675.51,46.41,1.0,0.4681,0.6966,0.8722,ryu,0.0648,hybrid_p95,CONTROLLER
16,1,2026-05-07T17:00:04.433400,ryu,Star_5n_10M,5,star,10M,17383.59,0.102,0.0,1.0,0.068,0.29,33.32,34.76,1.0,0.882,0.97,0.9747,ryu,0.0729,hybrid_p95,CONTROLLER
17,1,2026-05-07T17:01:30.262986,floodlight,Star_5n_10M,5,star,10M,16738.39,0.088,0.0,1.0,0.089,44.45,335.1,41.97,1.0,0.4756,0.9637,0.8958,ryu,0.0729,hybrid_p95,CONTROLLER
18,1,2026-05-07T17:03:59.481546,onos,Star_5n_10M,5,star,10M,19617.62,4.294,0.0,1.0,15.614,22.94,784.0,48.1,1.0,0.6094,0.7257,0.9018,ryu,0.0729,hybrid_p95,CONTROLLER
19,1,2026-05-07T17:05:22.892070,ryu,Star_5n_20M,5,star,20M,19523.62,0.085,0.0,1.0,0.044,0.23,33.32,34.85,1.0,0.8824,0.9703,0.9748,ryu,0.051,hybrid_p95,CONTROLLER
20,1,2026-05-07T17:06:48.410651,floodlight,Star_5n_20M,5,star,20M,19437.74,0.097,0.0,1.0,0.113,32.25,322.41,41.89,1.0,0.5685,0.9634,0.9137,ryu,0.051,hybrid_p95,CONTROLLER
21,1,2026-05-07T17:09:17.463334,onos,Star_5n_20M,5,star,20M,19717.18,4.263,0.0,1.0,14.387,9.88,600.61,51.2,1.0,0.7162,0.7415,0.9238,ryu,0.051,hybrid_p95,CONTROLLER
22,1,2026-05-07T17:10:40.878051,ryu,Star_5n_50M,5,star,50M,19981.43,0.104,0.0,1.0,0.066,0.23,33.32,39.55,1.0,0.8824,0.9661,0.9745,ryu,0.0604,hybrid_p95,CONTROLLER
23,1,2026-05-07T17:12:06.458112,floodlight,Star_5n_50M,5,star,50M,19391.99,0.088,0.0,1.0,0.075,31.98,302.04,48.18,1.0,0.5726,0.9587,0.9141,ryu,0.0604,hybrid_p95,CONTROLLER
24,1,2026-05-07T17:14:35.580374,onos,Star_5n_50M,5,star,50M,19653.93,4.465,0.0,1.0,15.037,50.3,622.8,45.22,1.0,0.4114,0.7368,0.8646,ryu,0.0604,hybrid_p95,CONTROLLER
25,1,2026-05-07T17:15:58.941772,ryu,Star_5n_100M,5,star,100M,19835.71,0.101,0.0,1.0,0.058,0.29,33.32,34.46,1.0,0.882,0.9704,0.9748,ryu,0.0741,hybrid_p95,CONTROLLER
26,1,2026-05-07T17:17:24.509831,floodlight,Star_5n_100M,5,star,100M,19441.0,0.101,0.0,1.0,0.112,61.41,355.42,43.77,1.0,0.3463,0.9618,0.8707,ryu,0.0741,hybrid_p95,CONTROLLER
27,1,2026-05-07T17:19:53.376184,onos,Star_5n_100M,5,star,100M,19531.72,4.839,0.0,1.0,16.451,23.4,755.8,42.88,1.0,0.6071,0.7175,0.9007,ryu,0.0741,hybrid_p95,CONTROLLER
28,1,2026-05-07T17:21:16.700421,ryu,Star_5n_200M,5,star,200M,19688.47,0.106,0.489,1.0,0.09,0.26,33.31,41.68,1.0,0.8822,0.9639,0.9743,ryu,0.07,hybrid_p95,CONTROLLER
29,1,2026-05-07T17:22:42.259690,floodlight,Star_5n_200M,5,star,200M,19375.51,0.094,0.026,1.0,0.112,38.98,308.21,41.23,1.0,0.5194,0.964,0.9043,ryu,0.07,hybrid_p95,CONTROLLER
30,1,2026-05-07T17:25:11.782491,onos,Star_5n_200M,5,star,200M,19815.31,4.63,0.0,1.0,16.869,21.82,652.8,45.14,1.0,0.6238,0.7093,0.9033,ryu,0.07,hybrid_p95,CONTROLLER
31,1,2026-05-07T17:26:35.118556,ryu,Star_6n_10M,6,star,10M,19967.7,0.093,0.0,1.0,0.049,0.18,33.33,36.84,1.0,0.8828,0.9686,0.9748,ryu,0.0616,hybrid_p95,CONTROLLER
32,1,2026-05-07T17:28:00.806040,floodlight,Star_6n_10M,6,star,10M,19831.08,0.091,0.0,1.0,0.1,32.49,305.6,49.26,1.0,0.5684,0.9574,0.9132,ryu,0.0616,hybrid_p95,CONTROLLER
33,1,2026-05-07T17:30:30.692130,onos,Star_6n_10M,6,star,10M,19808.42,4.394,0.0,1.0,14.727,49.68,670.42,47.53,1.0,0.4137,0.7395,0.8652,ryu,0.0616,hybrid_p95,CONTROLLER
34,1,2026-05-07T17:31:54.115179,ryu,Star_6n_20M,6,star,20M,19416.92,0.106,0.0,1.0,0.087,0.32,33.33,41.12,1.0,0.8818,0.9644,0.9742,ryu,0.0572,hybrid_p95,CONTROLLER
35,1,2026-05-07T17:33:19.814699,floodlight,Star_6n_20M,6,star,20M,19803.06,0.089,0.0,1.0,0.068,37.97,305.14,45.99,1.0,0.5273,0.9607,0.9055,ryu,0.0572,hybrid_p95,CONTROLLER
36,1,2026-05-07T17:35:49.804870,onos,Star_6n_20M,6,star,20M,19762.35,3.908,0.0,1.0,12.974,14.78,723.91,55.09,1.0,0.6732,0.7595,0.917,ryu,0.0572,hybrid_p95,CONTROLLER
37,1,2026-05-07T17:37:13.229039,ryu,Star_6n_50M,6,star,50M,20152.21,0.11,0.0,1.0,0.08,0.2,33.33,40.44,1.0,0.8827,0.9651,0.9745,ryu,0.0591,hybrid_p95,CONTROLLER
38,1,2026-05-07T17:38:38.876882,floodlight,Star_6n_50M,6,star,50M,19555.92,0.084,0.0,1.0,0.085,40.27,328.0,48.53,1.0,0.5077,0.9583,0.9015,ryu,0.0591,hybrid_p95,CONTROLLER
39,1,2026-05-07T17:41:08.462835,onos,Star_6n_50M,6,star,50M,19842.45,4.889,0.0,1.0,17.803,12.36,674.22,47.78,1.0,0.6937,0.6931,0.9154,ryu,0.0591,hybrid_p95,CONTROLLER
40,1,2026-05-07T17:42:31.853094,ryu,Star_6n_100M,6,star,100M,20122.03,0.106,0.0,1.0,0.065,0.32,33.33,43.61,1.0,0.8818,0.9627,0.9741,ryu,0.0611,hybrid_p95,CONTROLLER
41,1,2026-05-07T17:43:57.537151,floodlight,Star_6n_100M,6,star,100M,19707.56,0.09,0.0,1.0,0.104,32.35,324.21,49.59,1.0,0.5676,0.9571,0.913,ryu,0.0611,hybrid_p95,CONTROLLER
42,1,2026-05-07T17:46:27.088139,onos,Star_6n_100M,6,star,100M,19885.41,4.382,0.0,1.0,15.96,37.09,720.4,53.03,1.0,0.5059,0.7164,0.8811,ryu,0.0611,hybrid_p95,CONTROLLER
43,1,2026-05-07T17:47:50.552241,ryu,Star_6n_200M,6,star,200M,19914.95,0.107,0.0,1.0,0.041,0.27,33.32,39.78,1.0,0.8821,0.9662,0.9745,ryu,0.053,hybrid_p95,CONTROLLER
44,1,2026-05-07T17:49:16.276842,floodlight,Star_6n_200M,6,star,200M,19740.02,0.08,0.01,1.0,0.081,32.47,367.52,49.13,1.0,0.5626,0.9578,0.9121,ryu,0.053,hybrid_p95,CONTROLLER
45,1,2026-05-07T17:51:45.937345,onos,Star_6n_200M,6,star,200M,19934.58,4.163,0.0,1.0,15.13,9.79,747.01,52.89,1.0,0.7097,0.729,0.9215,ryu,0.053,hybrid_p95,CONTROLLER
46,1,2026-05-07T17:53:09.446617,ryu,Star_7n_10M,7,star,10M,19915.24,0.112,0.0,1.0,0.066,0.19,33.34,40.07,1.0,0.8827,0.9656,0.9745,ryu,0.0623,hybrid_p95,CONTROLLER
47,1,2026-05-07T17:54:35.278650,floodlight,Star_7n_10M,7,star,10M,19243.5,0.1,0.0,1.0,0.132,32.88,333.5,46.47,1.0,0.5627,0.9593,0.9122,ryu,0.0623,hybrid_p95,CONTROLLER
48,1,2026-05-07T17:57:04.964060,onos,Star_7n_10M,7,star,10M,19804.11,4.406,0.0,1.0,14.94,48.93,705.6,54.01,1.0,0.4176,0.7309,0.8653,ryu,0.0623,hybrid_p95,CONTROLLER
49,1,2026-05-07T17:58:28.526109,ryu,Star_7n_20M,7,star,20M,20030.31,0.111,0.0,1.0,0.072,0.23,33.33,40.58,1.0,0.8824,0.9651,0.9744,ryu,0.0585,hybrid_p95,CONTROLLER
50,1,2026-05-07T17:59:54.293777,floodlight,Star_7n_20M,7,star,20M,19431.14,0.083,0.0,1.0,0.072,32.62,331.4,50.53,1.0,0.5648,0.9568,0.9124,ryu,0.0585,hybrid_p95,CONTROLLER
51,1,2026-05-07T18:02:24.472202,onos,Star_7n_20M,7,star,20M,19834.59,4.255,0.0,1.0,15.435,12.8,815.74,56.56,1.0,0.6842,0.7213,0.9159,ryu,0.0585,hybrid_p95,CONTROLLER
52,1,2026-05-07T18:03:48.036964,ryu,Star_7n_50M,7,star,50M,20014.59,0.104,0.0,1.0,0.066,0.33,33.34,45.7,1.0,0.8817,0.9609,0.9739,ryu,0.0521,hybrid_p95,CONTROLLER
53,1,2026-05-07T18:05:13.867580,floodlight,Star_7n_50M,7,star,50M,19644.52,0.089,0.0,1.0,0.113,43.86,308.5,53.91,1.0,0.4827,0.9534,0.8963,ryu,0.0521,hybrid_p95,CONTROLLER
54,1,2026-05-07T18:07:43.676775,onos,Star_7n_50M,7,star,50M,19638.8,4.5,0.0,1.0,16.34,8.6,715.81,54.81,1.0,0.72,0.7092,0.9218,ryu,0.0521,hybrid_p95,CONTROLLER
55,1,2026-05-07T18:09:07.263295,ryu,Star_7n_100M,7,star,100M,19898.21,0.101,0.0,1.0,0.059,0.24,33.34,45.57,1.0,0.8824,0.9611,0.9741,ryu,0.0686,hybrid_p95,CONTROLLER
56,1,2026-05-07T18:10:33.145415,floodlight,Star_7n_100M,7,star,100M,19704.34,0.083,0.0,1.0,0.068,37.81,326.41,43.53,1.0,0.5263,0.9627,0.9055,ryu,0.0686,hybrid_p95,CONTROLLER
57,1,2026-05-07T18:13:03.170870,onos,Star_7n_100M,7,star,100M,20090.71,6.368,0.0,1.0,22.22,35.22,907.32,58.8,1.0,0.5124,0.6177,0.8742,ryu,0.0686,hybrid_p95,CONTROLLER
58,1,2026-05-07T18:14:26.746917,ryu,Star_7n_200M,7,star,200M,20103.8,0.093,0.0,1.0,0.054,0.22,33.34,47.02,1.0,0.8825,0.96,0.974,ryu,0.0619,hybrid_p95,CONTROLLER
59,1,2026-05-07T18:15:52.644854,floodlight,Star_7n_200M,7,star,200M,19087.36,0.084,0.0,1.0,0.076,40.89,319.6,47.27,1.0,0.5039,0.9595,0.9009,ryu,0.0619,hybrid_p95,CONTROLLER
60,1,2026-05-07T18:18:22.944134,onos,Star_7n_200M,7,star,200M,19861.41,4.348,0.0,1.0,14.698,16.5,729.6,58.24,1.0,0.6601,0.731,0.9121,ryu,0.0619,hybrid_p95,CONTROLLER
61,1,2026-05-07T18:19:46.609704,ryu,Star_8n_10M,8,star,10M,19976.7,0.119,0.0,1.0,0.079,0.32,33.34,46.43,1.0,0.8817,0.9601,0.9739,ryu,0.0538,hybrid_p95,CONTROLLER
62,1,2026-05-07T18:21:12.504034,floodlight,Star_8n_10M,8,star,10M,19520.79,0.079,0.0,1.0,0.072,58.85,378.4,48.06,1.0,0.3635,0.9589,0.8737,ryu,0.0538,hybrid_p95,CONTROLLER
63,1,2026-05-07T18:23:42.513841,onos,Star_8n_10M,8,star,10M,19953.81,4.225,0.0,1.0,14.464,11.32,700.4,58.72,1.0,0.7003,0.7341,0.9201,ryu,0.0538,hybrid_p95,CONTROLLER
64,1,2026-05-07T18:25:06.181767,ryu,Star_8n_20M,8,star,20M,19930.57,0.13,0.0,1.0,0.1,0.26,33.34,45.17,1.0,0.8822,0.9609,0.974,ryu,0.0589,hybrid_p95,CONTROLLER
65,1,2026-05-07T18:26:32.174880,floodlight,Star_8n_20M,8,star,20M,19416.79,0.097,0.0,1.0,0.1,38.87,307.67,53.98,1.0,0.5203,0.9535,0.9036,ryu,0.0589,hybrid_p95,CONTROLLER
66,1,2026-05-07T18:29:02.335552,onos,Star_8n_20M,8,star,20M,19798.37,4.133,0.0,1.0,14.99,14.05,705.02,62.92,1.0,0.6796,0.7227,0.9151,ryu,0.0589,hybrid_p95,CONTROLLER
67,1,2026-05-07T18:30:26.055257,ryu,Star_8n_50M,8,star,50M,19846.88,0.115,0.0,1.0,0.066,0.19,33.33,48.77,1.0,0.8827,0.9584,0.9739,ryu,0.0705,hybrid_p95,CONTROLLER
68,1,2026-05-07T18:31:52.121760,floodlight,Star_8n_50M,8,star,50M,19676.54,0.094,0.0,1.0,0.092,39.07,302.74,54.37,1.0,0.5193,0.9533,0.9034,ryu,0.0705,hybrid_p95,CONTROLLER
69,1,2026-05-07T18:34:21.962421,onos,Star_8n_50M,8,star,50M,19862.87,4.104,0.0,1.0,13.727,32.21,832.82,53.43,1.0,0.5378,0.7496,0.89,ryu,0.0705,hybrid_p95,CONTROLLER
70,1,2026-05-07T18:35:45.664263,ryu,Star_8n_100M,8,star,100M,19942.74,0.102,0.0,1.0,0.053,0.33,33.33,46.57,1.0,0.8817,0.9604,0.9739,ryu,0.0521,hybrid_p95,CONTROLLER
71,1,2026-05-07T18:37:11.690756,floodlight,Star_8n_100M,8,star,100M,19621.45,0.096,0.0,1.0,0.134,52.6,334.8,54.65,1.0,0.4144,0.9524,0.883,ryu,0.0521,hybrid_p95,CONTROLLER
72,1,2026-05-07T18:39:41.784496,onos,Star_8n_100M,8,star,100M,19772.32,4.01,0.0,1.0,14.475,9.81,728.81,61.86,1.0,0.7104,0.7313,0.9218,ryu,0.0521,hybrid_p95,CONTROLLER
73,1,2026-05-07T18:41:05.514452,ryu,Star_8n_200M,8,star,200M,20052.66,0.117,0.0,1.0,0.075,0.28,33.34,43.67,1.0,0.8821,0.9625,0.9741,ryu,0.0512,hybrid_p95,CONTROLLER
74,1,2026-05-07T18:42:31.522912,floodlight,Star_8n_200M,8,star,200M,19461.96,0.113,0.0,1.0,0.164,40.42,320.7,48.87,1.0,0.5073,0.9568,0.9013,ryu,0.0512,hybrid_p95,CONTROLLER
75,1,2026-05-07T18:45:01.210490,onos,Star_8n_200M,8,star,200M,19864.88,4.045,0.0,1.0,13.459,10.33,723.12,54.4,1.0,0.7067,0.7528,0.9229,ryu,0.0512,hybrid_p95,CONTROLLER
76,1,2026-05-07T18:46:25.014409,ryu,Star_9n_10M,9,star,10M,19919.56,0.107,0.0,1.0,0.089,0.41,33.35,44.61,1.0,0.8811,0.9615,0.9738,ryu,0.0629,hybrid_p95,CONTROLLER
77,1,2026-05-07T18:47:51.227025,floodlight,Star_9n_10M,9,star,10M,19437.1,0.097,0.0,1.0,0.12,41.7,314.12,52.98,1.0,0.4984,0.954,0.8994,ryu,0.0629,hybrid_p95,CONTROLLER
78,1,2026-05-07T18:50:21.542095,onos,Star_9n_10M,9,star,10M,20106.35,4.238,0.0,1.0,13.993,17.95,709.5,60.0,1.0,0.6501,0.7401,0.9109,ryu,0.0629,hybrid_p95,CONTROLLER
79,1,2026-05-07T18:51:45.325805,ryu,Star_9n_20M,9,star,20M,19997.02,0.098,0.0,1.0,0.065,0.26,33.34,49.54,1.0,0.8822,0.9577,0.9738,ryu,0.0579,hybrid_p95,CONTROLLER
80,1,2026-05-07T18:53:11.399813,floodlight,Star_9n_20M,9,star,20M,19806.65,0.082,0.0,1.0,0.077,37.76,312.21,58.19,1.0,0.5282,0.9504,0.9048,ryu,0.0579,hybrid_p95,CONTROLLER
81,1,2026-05-07T18:55:41.931886,onos,Star_9n_20M,9,star,20M,19932.4,4.377,0.0,1.0,15.842,12.5,769.55,60.68,1.0,0.6884,0.7118,0.9159,ryu,0.0579,hybrid_p95,CONTROLLER
82,1,2026-05-07T18:57:05.771991,ryu,Star_9n_50M,9,star,50M,19952.24,0.106,0.0,1.0,0.065,0.34,33.36,46.97,1.0,0.8816,0.9599,0.9738,ryu,0.0594,hybrid_p95,CONTROLLER
83,1,2026-05-07T18:58:31.939057,floodlight,Star_9n_50M,9,star,50M,19416.4,0.103,0.0,1.0,0.118,41.12,322.61,57.75,1.0,0.5019,0.9501,0.8997,ryu,0.0594,hybrid_p95,CONTROLLER
84,1,2026-05-07T19:01:02.183162,onos,Star_9n_50M,9,star,50M,19843.02,5.113,0.0,1.0,18.661,11.66,710.32,56.69,1.0,0.6973,0.6728,0.9144,ryu,0.0594,hybrid_p95,CONTROLLER
85,1,2026-05-07T19:02:26.098409,ryu,Star_9n_100M,9,star,100M,19956.26,0.13,0.0,1.0,0.054,0.25,33.36,48.03,1.0,0.8823,0.9592,0.9739,ryu,0.0704,hybrid_p95,CONTROLLER
86,1,2026-05-07T19:03:52.317526,floodlight,Star_9n_100M,9,star,100M,19699.35,0.105,0.0,1.0,0.12,40.53,330.82,57.39,1.0,0.5055,0.9504,0.9004,ryu,0.0704,hybrid_p95,CONTROLLER
87,1,2026-05-07T19:06:22.748772,onos,Star_9n_100M,9,star,100M,19535.11,4.817,0.0,1.0,17.551,19.98,719.32,59.35,1.0,0.6344,0.6873,0.9035,ryu,0.0704,hybrid_p95,CONTROLLER
88,1,2026-05-07T19:07:46.617348,ryu,Star_9n_200M,9,star,200M,20118.35,0.121,0.0,1.0,0.08,0.4,33.37,45.1,1.0,0.8811,0.9612,0.9738,ryu,0.0491,hybrid_p95,CONTROLLER
89,1,2026-05-07T19:09:12.801354,floodlight,Star_9n_200M,9,star,200M,19560.06,0.104,0.021,1.0,0.126,60.75,336.3,54.5,1.0,0.3531,0.9527,0.8712,ryu,0.0491,hybrid_p95,CONTROLLER
90,1,2026-05-07T19:11:43.112642,onos,Star_9n_200M,9,star,200M,19957.89,3.991,0.0,1.0,13.451,8.31,830.7,58.15,1.0,0.7173,0.7498,0.9247,ryu,0.0491,hybrid_p95,CONTROLLER
91,1,2026-05-07T19:13:07.043993,ryu,Star_10n_10M,10,star,10M,20047.7,0.116,0.0,1.0,0.057,0.31,33.35,54.29,1.0,0.8818,0.9539,0.9734,ryu,0.0689,hybrid_p95,CONTROLLER
92,1,2026-05-07T19:14:33.355949,floodlight,Star_10n_10M,10,star,10M,19711.24,0.108,0.0,1.0,0.13,42.35,308.98,57.49,1.0,0.494,0.9501,0.8982,ryu,0.0689,hybrid_p95,CONTROLLER
93,1,2026-05-07T19:17:03.882695,onos,Star_10n_10M,10,star,10M,19913.88,5.41,0.0,1.0,18.421,18.39,709.82,63.68,1.0,0.6468,0.6706,0.9045,ryu,0.0689,hybrid_p95,CONTROLLER
94,1,2026-05-07T19:18:27.873071,ryu,Star_10n_20M,10,star,20M,20048.35,0.108,0.0,1.0,0.088,0.43,33.36,54.7,1.0,0.8809,0.9531,0.9731,ryu,0.0552,hybrid_p95,CONTROLLER
95,1,2026-05-07T19:19:54.140050,floodlight,Star_10n_20M,10,star,20M,19765.59,0.091,0.0,1.0,0.088,47.81,344.12,52.96,1.0,0.4495,0.9545,0.89,ryu,0.0552,hybrid_p95,CONTROLLER
96,1,2026-05-07T19:22:24.592843,onos,Star_10n_20M,10,star,20M,19830.18,4.113,0.0,1.0,14.955,12.01,716.1,65.24,1.0,0.6944,0.7213,0.9179,ryu,0.0552,hybrid_p95,CONTROLLER
97,1,2026-05-07T19:23:48.615858,ryu,Star_10n_50M,10,star,50M,20029.89,0.115,0.0,1.0,0.064,0.33,33.36,50.62,1.0,0.8817,0.9569,0.9736,ryu,0.0508,hybrid_p95,CONTROLLER
98,1,2026-05-07T19:25:14.841673,floodlight,Star_10n_50M,10,star,50M,19614.87,0.104,0.0,1.0,0.141,42.11,304.74,52.18,1.0,0.4963,0.9544,0.899,ryu,0.0508,hybrid_p95,CONTROLLER
99,1,2026-05-07T19:27:45.338402,onos,Star_10n_50M,10,star,50M,19877.75,4.184,0.0,1.0,14.129,9.26,704.1,68.94,1.0,0.7156,0.7306,0.9228,ryu,0.0508,hybrid_p95,CONTROLLER
100,1,2026-05-07T19:29:09.369377,ryu,Star_10n_100M,10,star,100M,20108.41,0.109,0.0,1.0,0.09,0.38,33.36,53.89,1.0,0.8813,0.9537,0.9732,ryu,0.0732,hybrid_p95,CONTROLLER
101,1,2026-05-07T19:30:35.792204,floodlight,Star_10n_100M,10,star,100M,19458.76,0.092,0.0,1.0,0.075,40.91,319.8,59.91,1.0,0.5037,0.949,0.9,ryu,0.0732,hybrid_p95,CONTROLLER
102,1,2026-05-07T19:33:05.817688,onos,Star_10n_100M,10,star,100M,20038.44,4.561,0.0,1.0,16.521,33.55,846.51,62.67,1.0,0.5272,0.7,0.8838,ryu,0.0732,hybrid_p95,CONTROLLER
103,1,2026-05-07T19:34:29.885143,ryu,Star_10n_200M,10,star,200M,20011.67,0.105,0.0,1.0,0.068,0.43,33.35,44.54,1.0,0.8809,0.9619,0.9739,ryu,0.0712,hybrid_p95,CONTROLLER
104,1,2026-05-07T19:35:56.304716,floodlight,Star_10n_200M,10,star,200M,19444.02,0.096,0.0,1.0,0.076,42.41,307.8,58.65,1.0,0.4937,0.95,0.8981,ryu,0.0712,hybrid_p95,CONTROLLER
105,1,2026-05-07T19:38:26.633341,onos,Star_10n_200M,10,star,200M,19896.0,4.341,0.0,1.0,15.757,21.53,746.3,67.53,1.0,0.6216,0.7074,0.9027,ryu,0.0712,hybrid_p95,CONTROLLER
106,1,2026-05-07T19:39:50.751164,ryu,Star_11n_10M,11,star,10M,20103.14,0.134,0.0,0.999,0.103,0.49,33.36,52.82,0.9994,0.8805,0.9544,0.9727,ryu,0.0517,hybrid_p95,CONTROLLER
107,1,2026-05-07T19:41:17.194235,floodlight,Star_11n_10M,11,star,10M,19622.79,0.111,0.0,0.999,0.147,32.99,320.71,56.01,0.9994,0.5631,0.9511,0.9112,ryu,0.0517,hybrid_p95,CONTROLLER
108,1,2026-05-07T19:43:47.551201,onos,Star_11n_10M,11,star,10M,19776.12,4.267,0.0,0.999,14.409,10.23,709.0,62.44,0.9994,0.7081,0.7318,0.921,ryu,0.0517,hybrid_p95,CONTROLLER
109,1,2026-05-07T19:45:11.710077,ryu,Star_11n_20M,11,star,20M,20039.88,0.13,0.0,0.999,0.092,0.42,33.36,55.23,0.9994,0.881,0.9526,0.9727,ryu,0.0755,hybrid_p95,CONTROLLER
110,1,2026-05-07T19:46:38.140446,floodlight,Star_11n_20M,11,star,20M,19577.63,0.107,0.0,0.999,0.114,42.5,318.9,60.88,0.9994,0.4919,0.9476,0.8972,ryu,0.0755,hybrid_p95,CONTROLLER
111,1,2026-05-07T19:49:08.600145,onos,Star_11n_20M,11,star,20M,19904.87,4.481,0.0,0.999,16.249,67.17,704.46,66.57,0.9994,0.2807,0.7008,0.8359,ryu,0.0755,hybrid_p95,CONTROLLER
112,1,2026-05-07T19:50:32.757451,ryu,Star_11n_50M,11,star,50M,20122.71,0.134,0.0,0.999,0.077,0.38,33.36,49.0,0.9994,0.8813,0.958,0.9732,ryu,0.058,hybrid_p95,CONTROLLER
113,1,2026-05-07T19:51:59.231212,floodlight,Star_11n_50M,11,star,50M,19307.92,0.09,0.0,0.999,0.11,46.68,344.92,62.52,0.9994,0.4579,0.9463,0.8905,ryu,0.058,hybrid_p95,CONTROLLER
114,1,2026-05-07T19:54:30.331881,onos,Star_11n_50M,11,star,50M,19812.99,4.798,0.0,0.999,16.292,12.07,720.22,72.88,0.9994,0.6938,0.6949,0.9152,ryu,0.058,hybrid_p95,CONTROLLER
115,1,2026-05-07T19:55:55.286218,ryu,Star_11n_100M,11,star,100M,16582.72,0.115,0.0,0.999,0.067,0.65,33.36,48.97,0.9994,0.8793,0.9582,0.9728,ryu,0.069,hybrid_p95,CONTROLLER
116,1,2026-05-07T19:57:22.554135,floodlight,Star_11n_100M,11,star,100M,17059.87,0.089,0.0,0.999,0.074,44.43,356.51,55.88,0.9994,0.4737,0.9523,0.8941,ryu,0.069,hybrid_p95,CONTROLLER
117,1,2026-05-07T19:59:54.422744,onos,Star_11n_100M,11,star,100M,17481.09,5.206,0.0,0.999,17.92,18.81,721.1,67.17,0.9994,0.6431,0.6752,0.9038,ryu,0.069,hybrid_p95,CONTROLLER
